student_number,name,gender,age,department_code,semester,academic_year,attendance_percentage,previous_cgpa,mid_1,mid_2,internal_marks,backlogs,semester_cgpa,grade,risk_level,academic_average,attendance_risk_score,attendance_risk_category,internal_average,mid_term_average,backlog_severity_score,backlog_severity_category,previous_cgpa_trend,academic_stability
2023ai042,Aditya Verma,MALE,22,AI,5,2022-2023,80.6,8.07,96.12,84.56,81.41,0,8.25,A+,LOW,87.36,0.0,NORMAL,0.8141,90.34,0.0,NONE,0.06,0.1496
2023ai042,Aditya Verma,MALE,22,AI,6,2022-2023,81.27,8.11,81.64,86.8,85.23,0,8.09,A+,LOW,84.56,0.0,NORMAL,0.8523,84.22,0.0,NONE,0.04,0.153
2023ai042,Aditya Verma,MALE,23,AI,7,2023-2024,76.11,8.1,71.88,85.95,74.93,0,7.52,A,LOW,77.59,0.0,NORMAL,0.7493,78.91,0.0,NONE,-0.01,0.1496
2023ai042,Aditya Verma,MALE,23,AI,8,2023-2024,83.69,8.02,98.21,83.22,84.64,0,8.36,A+,LOW,88.69,0.0,NORMAL,0.8464,90.72,0.0,NONE,-0.08,0.1393
2023it043,Sanya Sharma,FEMALE,19,IT,1,2020-2021,74.66,7.73,82.98,75.72,79.29,0,7.88,A,LOW,79.33,0.0045,AT_RISK,0.7929,79.35,0.0,NONE,0.0,0.0
2023it043,Sanya Sharma,FEMALE,19,IT,2,2020-2021,71.41,7.88,82.93,75.93,74.17,0,7.93,A,LOW,77.68,0.0479,AT_RISK,0.7417,79.43,0.0,NONE,0.15,0.0
2023it043,Sanya Sharma,FEMALE,20,IT,3,2021-2022,69.52,7.9,76.66,76.43,83.38,0,8.01,A+,LOW,78.82,0.0731,AT_RISK,0.8338,76.54,0.0,NONE,0.02,0.0929
2023it043,Sanya Sharma,FEMALE,20,IT,4,2021-2022,72.04,7.94,80.91,84.34,80.74,0,8.04,A+,LOW,82.0,0.0395,AT_RISK,0.8074,82.62,0.0,NONE,0.04,0.0918
2023it043,Sanya Sharma,FEMALE,21,IT,5,2022-2023,65.91,7.96,69.12,73.68,74.9,0,7.65,A,LOW,72.57,0.1212,AT_RISK,0.749,71.4,0.0,NONE,0.02,0.0907
2023it043,Sanya Sharma,FEMALE,21,IT,6,2022-2023,70.41,7.9,78.2,74.6,80.38,0,7.87,A,LOW,77.73,0.0612,AT_RISK,0.8038,76.4,0.0,NONE,-0.06,0.0814
2023it043,Sanya Sharma,FEMALE,22,IT,7,2023-2024,61.31,7.9,68.9,73.67,71.9,2,7.22,A,LOW,71.49,0.1825,CRITICAL,0.719,71.28,0.4,MODERATE,0.0,0.0745
2023it044,Karthik Deshmukh,MALE,19,IT,1,2020-2021,83.67,6.07,77.39,68.8,76.76,1,6.4,B,MEDIUM,74.32,0.0,NORMAL,0.7676,73.1,0.2,MODERATE,0.0,0.0
2023it044,Karthik Deshmukh,MALE,19,IT,2,2020-2021,77.74,6.4,67.17,69.03,67.37,0,6.59,B,MEDIUM,67.86,0.0,NORMAL,0.6737,68.1,0.0,NONE,0.33,0.0
2023it044,Karthik Deshmukh,MALE,20,IT,3,2021-2022,81.27,6.5,71.64,74.24,75.26,1,6.79,B,MEDIUM,73.71,0.0,NORMAL,0.7526,72.94,0.2,MODERATE,0.1,0.225
2023it044,Karthik Deshmukh,MALE,20,IT,4,2021-2022,76.23,6.59,57.07,78.0,62.48,0,6.53,B,MEDIUM,65.85,0.0,NORMAL,0.6248,67.54,0.0,NONE,0.09,0.227
2023it044,Karthik Deshmukh,MALE,21,IT,5,2022-2023,79.03,6.58,62.35,76.41,73.11,0,6.67,B,MEDIUM,70.62,0.0,NORMAL,0.7311,69.38,0.0,NONE,-0.01,0.2142
2023it044,Karthik Deshmukh,MALE,21,IT,6,2022-2023,74.88,6.6,70.65,76.28,61.91,0,6.75,B,MEDIUM,69.61,0.0016,AT_RISK,0.6191,73.46,0.0,NONE,0.02,0.204
2023it044,Karthik Deshmukh,MALE,22,IT,7,2023-2024,86.73,6.62,78.18,75.42,64.44,1,6.84,B,MEDIUM,72.68,0.0,NORMAL,0.6444,76.8,0.2,MODERATE,0.02,0.1962
2023it044,Karthik Deshmukh,MALE,22,IT,8,2023-2024,87.69,6.65,75.31,69.87,67.09,0,6.63,B,MEDIUM,70.76,0.0,NORMAL,0.6709,72.59,0.0,NONE,0.03,0.1913
2023ds045,Nikhil Gupta,MALE,20,DS,1,2020-2021,81.7,7.27,81.76,63.26,63.43,1,7.16,A,LOW,69.48,0.0,NORMAL,0.6343,72.51,0.2,MODERATE,0.0,0.0
2023ds045,Nikhil Gupta,MALE,20,DS,2,2020-2021,81.53,7.16,67.46,77.71,68.47,0,7.5,A,LOW,71.21,0.0,NORMAL,0.6847,72.58,0.0,NONE,-0.11,0.0
2023ds045,Nikhil Gupta,MALE,21,DS,3,2021-2022,85.05,7.33,68.54,84.41,68.47,1,7.23,A,LOW,73.81,0.0,NORMAL,0.6847,76.47,0.2,MODERATE,0.17,0.0862
2023ds045,Nikhil Gupta,MALE,21,DS,4,2021-2022,83.51,7.3,79.26,80.82,71.66,0,7.3,A,LOW,77.25,0.0,NORMAL,0.7166,80.04,0.0,NONE,-0.03,0.0742
2023ds045,Nikhil Gupta,MALE,22,DS,5,2022-2023,84.13,7.3,67.37,83.52,72.18,0,7.27,A,LOW,74.36,0.0,NORMAL,0.7218,75.44,0.0,NONE,0.0,0.0661
2023ds045,Nikhil Gupta,MALE,22,DS,6,2022-2023,83.0,7.29,63.34,65.6,77.5,0,7.03,A,LOW,68.81,0.0,NORMAL,0.775,64.47,0.0,NONE,-0.01,0.0596
2023eee046,Siddharth Iyer,MALE,20,EEE,1,2020-2021,73.09,6.4,64.33,68.22,63.41,0,6.64,B,MEDIUM,65.32,0.0255,AT_RISK,0.6341,66.28,0.0,NONE,0.0,0.0
2023eee046,Siddharth Iyer,MALE,20,EEE,2,2020-2021,76.83,6.64,53.87,71.41,58.2,0,6.37,B,MEDIUM,61.16,0.0,NORMAL,0.582,62.64,0.0,NONE,0.24,0.0
2023eee046,Siddharth Iyer,MALE,21,EEE,3,2021-2022,87.76,6.5,67.03,66.43,70.64,0,6.5,B,MEDIUM,68.03,0.0,NORMAL,0.7064,66.73,0.0,NONE,-0.14,0.1206
2023eee046,Siddharth Iyer,MALE,21,EEE,4,2021-2022,88.74,6.5,65.33,66.6,67.46,0,6.66,B,MEDIUM,66.46,0.0,NORMAL,0.6746,65.96,0.0,NONE,0.0,0.0987
2023civil047,Pranav Rao,MALE,19,CIVIL,1,2020-2021,57.66,5.83,54.39,45.77,44.88,0,5.21,C,HIGH,48.35,0.2312,CRITICAL,0.4488,50.08,0.0,NONE,0.0,0.0
2023civil047,Pranav Rao,MALE,19,CIVIL,2,2020-2021,45.41,5.21,59.18,40.22,47.97,0,5.03,C,HIGH,49.12,0.3945,CRITICAL,0.4797,49.7,0.0,NONE,-0.62,0.0
2023civil047,Pranav Rao,MALE,20,CIVIL,3,2021-2022,52.27,5.12,50.62,50.89,46.16,0,5.0,C,HIGH,49.22,0.3031,CRITICAL,0.4616,50.76,0.0,NONE,-0.09,0.3866
2023civil047,Pranav Rao,MALE,20,CIVIL,4,2021-2022,49.94,5.08,43.12,54.25,51.53,1,4.94,C,HIGH,49.63,0.3341,CRITICAL,0.5153,48.68,0.2,MODERATE,-0.04,0.3509
2023civil047,Pranav Rao,MALE,21,CIVIL,5,2022-2023,49.22,5.04,50.53,44.58,42.59,2,4.43,C,HIGH,45.9,0.3437,CRITICAL,0.4259,47.56,0.4,MODERATE,-0.04,0.327
2023ece048,Nikhil Patel,MALE,20,ECE,1,2020-2021,82.01,7.86,81.77,88.46,90.8,0,8.22,A+,LOW,87.01,0.0,NORMAL,0.908,85.12,0.0,NONE,0.0,0.0
2023ece048,Nikhil Patel,MALE,20,ECE,2,2020-2021,86.52,8.22,95.49,86.72,97.62,0,8.79,A+,LOW,93.28,0.0,NORMAL,0.9762,91.1,0.0,NONE,0.36,0.0
2023ece048,Nikhil Patel,MALE,21,ECE,3,2021-2022,78.9,8.5,90.13,87.9,91.06,0,8.83,A+,LOW,89.7,0.0,NORMAL,0.9106,89.02,0.0,NONE,0.28,0.3208
2023ece048,Nikhil Patel,MALE,21,ECE,4,2021-2022,86.06,8.61,78.59,84.69,80.36,0,8.29,A+,LOW,81.21,0.0,NORMAL,0.8036,81.64,0.0,NONE,0.11,0.3347
2023ece048,Nikhil Patel,MALE,22,ECE,5,2022-2023,89.63,8.53,96.29,88.64,78.63,0,8.68,A+,LOW,87.85,0.0,NORMAL,0.7863,92.46,0.0,NONE,-0.08,0.3079
2023ece048,Nikhil Patel,MALE,22,ECE,6,2022-2023,92.73,8.56,82.95,85.8,84.68,0,8.36,A+,LOW,84.48,0.0,NORMAL,0.8468,84.38,0.0,NONE,0.03,0.2892
2023eee049,Rahul Sharma,MALE,20,EEE,1,2020-2021,92.6,7.18,75.54,78.78,71.63,0,7.22,A,LOW,75.32,0.0,NORMAL,0.7163,77.16,0.0,NONE,0.0,0.0
2023eee049,Rahul Sharma,MALE,20,EEE,2,2020-2021,93.29,7.22,74.23,86.82,74.07,1,7.24,A,LOW,78.37,0.0,NORMAL,0.7407,80.53,0.2,MODERATE,0.04,0.0
2023eee049,Rahul Sharma,MALE,21,EEE,3,2021-2022,94.53,7.23,68.15,66.09,68.44,0,7.3,A,LOW,67.56,0.0,NORMAL,0.6844,67.12,0.0,NONE,0.01,0.0265
2023eee049,Rahul Sharma,MALE,21,EEE,4,2021-2022,88.99,7.25,92.21,73.47,76.99,0,7.88,A,LOW,80.89,0.0,NORMAL,0.7699,82.84,0.0,NONE,0.02,0.0294
2023eee049,Rahul Sharma,MALE,22,EEE,5,2022-2023,99.61,7.41,89.42,84.3,81.19,0,7.95,A,LOW,84.97,0.0,NORMAL,0.8119,86.86,0.0,NONE,0.16,0.0887
2023ds050,Vikram Sharma,MALE,19,DS,1,2020-2021,68.39,5.72,43.3,41.7,48.0,0,5.19,C,HIGH,44.33,0.0881,AT_RISK,0.48,42.5,0.0,NONE,0.0,0.0
2023ds050,Vikram Sharma,MALE,19,DS,2,2020-2021,60.64,5.19,49.38,50.93,48.46,2,4.89,C,HIGH,49.59,0.1915,CRITICAL,0.4846,50.16,0.4,MODERATE,-0.53,0.0
2023ds050,Vikram Sharma,MALE,20,DS,3,2021-2022,55.08,5.04,42.63,39.49,38.68,3,3.86,C,HIGH,40.27,0.2656,CRITICAL,0.3868,41.06,0.6,SEVERE,-0.15,0.3573
2023ds050,Vikram Sharma,MALE,20,DS,4,2021-2022,56.34,4.65,51.47,46.17,42.89,0,5.02,C,HIGH,46.84,0.2488,CRITICAL,0.4289,48.82,0.0,NONE,-0.39,0.4429
2023eee051,Siddharth Gupta,MALE,20,EEE,1,2020-2021,79.61,5.79,63.45,58.59,54.21,4,4.73,C,HIGH,58.75,0.0,NORMAL,0.5421,61.02,0.8,SEVERE,0.0,0.0
2023eee051,Siddharth Gupta,MALE,20,EEE,2,2020-2021,80.96,4.73,72.2,70.16,56.57,1,4.98,C,HIGH,66.31,0.0,NORMAL,0.5657,71.18,0.2,MODERATE,-1.06,0.0
2023eee051,Siddharth Gupta,MALE,21,EEE,3,2021-2022,79.06,4.86,51.23,63.78,58.27,2,4.64,C,HIGH,57.76,0.0,NORMAL,0.5827,57.5,0.4,MODERATE,0.13,0.5781
2023eee051,Siddharth Gupta,MALE,21,EEE,4,2021-2022,74.0,4.78,65.86,59.58,53.16,2,4.15,C,HIGH,59.53,0.0133,AT_RISK,0.5316,62.72,0.4,MODERATE,-0.08,0.5029
2023eee051,Siddharth Gupta,MALE,22,EEE,5,2022-2023,82.16,4.62,74.36,73.69,56.72,2,4.84,C,HIGH,68.26,0.0,NORMAL,0.5672,74.03,0.4,MODERATE,-0.16,0.4743
2023eee051,Siddharth Gupta,MALE,22,EEE,6,2022-2023,86.03,4.67,58.68,66.48,62.84,3,4.8,C,HIGH,62.67,0.0,NORMAL,0.6284,62.58,0.6,SEVERE,0.05,0.44
2023eee051,Siddharth Gupta,MALE,23,EEE,7,2023-2024,85.64,4.69,64.39,60.34,54.88,1,4.89,C,HIGH,59.87,0.0,NORMAL,0.5488,62.36,0.2,MODERATE,0.02,0.41
2023eee051,Siddharth Gupta,MALE,23,EEE,8,2023-2024,89.39,4.72,72.03,61.73,66.47,1,5.2,C,HIGH,66.74,0.0,NORMAL,0.6647,66.88,0.2,MODERATE,0.03,0.3837
2023it052,Vikram Chopra,MALE,18,IT,1,2020-2021,93.43,8.77,83.75,73.69,92.88,0,8.78,A+,LOW,83.44,0.0,NORMAL,0.9288,78.72,0.0,NONE,0.0,0.0
2023it052,Vikram Chopra,MALE,18,IT,2,2020-2021,91.93,8.78,88.41,91.1,80.65,0,8.61,A+,LOW,86.72,0.0,NORMAL,0.8065,89.76,0.0,NONE,0.01,0.0
2023it052,Vikram Chopra,MALE,19,IT,3,2021-2022,95.79,8.7,80.26,89.54,81.68,0,8.66,A+,LOW,83.83,0.0,NORMAL,0.8168,84.9,0.0,NONE,-0.08,0.0436
2023it052,Vikram Chopra,MALE,19,IT,4,2021-2022,92.02,8.68,77.87,94.54,84.79,0,8.47,A+,LOW,85.73,0.0,NORMAL,0.8479,86.21,0.0,NONE,-0.02,0.0499
2023it052,Vikram Chopra,MALE,20,IT,5,2022-2023,92.51,8.63,94.22,81.24,88.77,0,8.79,A+,LOW,88.08,0.0,NORMAL,0.8877,87.73,0.0,NONE,-0.05,0.063
2023it052,Vikram Chopra,MALE,20,IT,6,2022-2023,94.03,8.66,88.16,84.9,84.32,0,8.64,A+,LOW,85.79,0.0,NORMAL,0.8432,86.53,0.0,NONE,0.03,0.0602
2023mech053,Rhea Verma,FEMALE,20,MECH,1,2020-2021,91.7,8.57,73.44,93.59,95.14,0,8.2,A+,LOW,87.39,0.0,NORMAL,0.9514,83.52,0.0,NONE,0.0,0.0
2023mech053,Rhea Verma,FEMALE,20,MECH,2,2020-2021,92.66,8.2,95.04,100.0,90.72,0,8.57,A+,LOW,95.25,0.0,NORMAL,0.9072,97.52,0.0,NONE,-0.37,0.0
2023mech053,Rhea Verma,FEMALE,21,MECH,3,2021-2022,96.67,8.38,99.92,87.8,86.62,0,8.57,A+,LOW,91.45,0.0,NORMAL,0.8662,93.86,0.0,NONE,0.18,0.185
2023mech053,Rhea Verma,FEMALE,21,MECH,4,2021-2022,94.3,8.45,92.76,100.0,92.23,0,8.81,A+,LOW,95.0,0.0,NORMAL,0.9223,96.38,0.0,NONE,0.07,0.1547
2023mech053,Rhea Verma,FEMALE,22,MECH,5,2022-2023,97.65,8.54,83.0,97.68,90.23,0,8.7,A+,LOW,90.3,0.0,NORMAL,0.9023,90.34,0.0,NONE,0.09,0.1479
2023ai054,Aditya Deshmukh,MALE,18,AI,1,2020-2021,62.11,6.24,44.0,37.69,41.19,3,4.86,C,HIGH,40.96,0.1719,CRITICAL,0.4119,40.84,0.6,SEVERE,0.0,0.0
2023ai054,Aditya Deshmukh,MALE,18,AI,2,2020-2021,47.56,4.86,32.46,46.6,39.98,1,4.63,C,HIGH,39.68,0.3659,CRITICAL,0.3998,39.53,0.2,MODERATE,-1.38,0.0
2023ai054,Aditya Deshmukh,MALE,19,AI,3,2021-2022,49.2,4.75,37.29,47.66,43.66,1,4.49,C,HIGH,42.87,0.344,CRITICAL,0.4366,42.47,0.2,MODERATE,-0.11,0.8303
2023ai054,Aditya Deshmukh,MALE,19,AI,4,2021-2022,44.59,4.66,33.78,35.0,48.47,1,4.08,C,HIGH,39.08,0.4055,CRITICAL,0.4847,34.39,0.2,MODERATE,-0.09,0.7462
2023ai054,Aditya Deshmukh,MALE,20,AI,5,2022-2023,38.8,4.52,32.01,40.28,53.63,1,3.97,C,HIGH,41.97,0.4827,CRITICAL,0.5363,36.14,0.2,MODERATE,-0.14,0.701
2023ai054,Aditya Deshmukh,MALE,20,AI,6,2022-2023,38.28,4.41,45.1,36.15,45.58,1,3.89,C,HIGH,42.28,0.4896,CRITICAL,0.4558,40.62,0.2,MODERATE,-0.11,0.6725
2023ai054,Aditya Deshmukh,MALE,21,AI,7,2023-2024,37.67,4.32,34.39,41.42,49.26,1,4.56,C,HIGH,41.69,0.4977,CRITICAL,0.4926,37.9,0.2,MODERATE,-0.09,0.6528
2023ai054,Aditya Deshmukh,MALE,21,AI,8,2023-2024,36.04,4.35,36.35,35.56,41.55,1,3.96,C,HIGH,37.82,0.5195,CRITICAL,0.4155,35.96,0.2,MODERATE,0.03,0.627
2023cs055,Ishita Gupta,FEMALE,19,CS,1,2020-2021,92.96,8.52,96.69,100.0,90.46,0,9.15,O,LOW,95.72,0.0,NORMAL,0.9046,98.34,0.0,NONE,0.0,0.0
2023cs055,Ishita Gupta,FEMALE,19,CS,2,2020-2021,99.8,9.15,95.16,83.14,92.45,0,9.37,O,LOW,90.25,0.0,NORMAL,0.9245,89.15,0.0,NONE,0.63,0.0
2023cs055,Ishita Gupta,FEMALE,20,CS,3,2021-2022,94.82,9.26,90.06,93.03,99.69,0,9.46,O,LOW,94.26,0.0,NORMAL,0.9969,91.54,0.0,NONE,0.11,0.3993
2023cs055,Ishita Gupta,FEMALE,20,CS,4,2021-2022,94.33,9.33,94.05,93.9,90.88,0,9.63,O,LOW,92.94,0.0,NORMAL,0.9088,93.98,0.0,NONE,0.07,0.3708
2023mech056,Sneha Iyer,FEMALE,20,MECH,1,2020-2021,76.7,8.08,84.14,85.97,81.7,0,8.11,A+,LOW,83.94,0.0,NORMAL,0.817,85.06,0.0,NONE,0.0,0.0
2023mech056,Sneha Iyer,FEMALE,20,MECH,2,2020-2021,79.88,8.11,76.83,71.55,78.33,0,7.66,A,LOW,75.57,0.0,NORMAL,0.7833,74.19,0.0,NONE,0.03,0.0
2023mech056,Sneha Iyer,FEMALE,21,MECH,3,2021-2022,83.28,7.88,74.32,78.32,78.12,0,7.76,A,LOW,76.92,0.0,NORMAL,0.7812,76.32,0.0,NONE,-0.23,0.125
2023mech056,Sneha Iyer,FEMALE,21,MECH,4,2021-2022,81.15,7.84,74.4,82.47,69.98,0,7.73,A,LOW,75.62,0.0,NORMAL,0.6998,78.44,0.0,NONE,-0.04,0.1372
2023mech056,Sneha Iyer,FEMALE,22,MECH,5,2022-2023,86.83,7.82,71.38,73.31,79.28,0,7.73,A,LOW,74.66,0.0,NORMAL,0.7928,72.34,0.0,NONE,-0.02,0.1381
2023mech056,Sneha Iyer,FEMALE,22,MECH,6,2022-2023,80.74,7.8,80.45,81.32,82.26,0,8.02,A+,LOW,81.34,0.0,NORMAL,0.8226,80.88,0.0,NONE,-0.02,0.1372
2023mech056,Sneha Iyer,FEMALE,23,MECH,7,2023-2024,78.64,7.84,81.69,89.05,76.04,0,7.77,A,LOW,82.26,0.0,NORMAL,0.7604,85.37,0.0,NONE,0.04,0.129
2023it057,Siddharth Rao,MALE,19,IT,1,2020-2021,83.95,8.0,77.94,65.63,83.11,0,7.75,A,LOW,75.56,0.0,NORMAL,0.8311,71.78,0.0,NONE,0.0,0.0
2023it057,Siddharth Rao,MALE,19,IT,2,2020-2021,78.74,7.75,80.44,79.59,82.42,0,7.8,A,LOW,80.82,0.0,NORMAL,0.8242,80.02,0.0,NONE,-0.25,0.0
2023it057,Siddharth Rao,MALE,20,IT,3,2021-2022,80.73,7.78,76.68,82.67,81.95,0,7.7,A,LOW,80.43,0.0,NORMAL,0.8195,79.68,0.0,NONE,0.03,0.1365
2023it057,Siddharth Rao,MALE,20,IT,4,2021-2022,82.6,7.75,74.81,82.87,80.71,0,8.2,A+,LOW,79.46,0.0,NORMAL,0.8071,78.84,0.0,NONE,-0.03,0.1208
2023it057,Siddharth Rao,MALE,21,IT,5,2022-2023,76.94,7.86,75.72,77.7,77.36,0,7.95,A,LOW,76.93,0.0,NORMAL,0.7736,76.71,0.0,NONE,0.11,0.1062
2023it057,Siddharth Rao,MALE,21,IT,6,2022-2023,70.94,7.88,71.28,71.2,83.63,0,8.12,A+,LOW,75.37,0.0541,AT_RISK,0.8363,71.24,0.0,NONE,0.02,0.0973
2023it057,Siddharth Rao,MALE,22,IT,7,2023-2024,76.56,7.92,76.38,77.81,84.68,0,7.77,A,LOW,79.62,0.0,NORMAL,0.8468,77.1,0.0,NONE,0.04,0.0942
2023cs058,Karthik Patel,MALE,19,CS,1,2020-2021,96.7,9.28,100.0,97.61,95.8,0,9.67,O,LOW,97.8,0.0,NORMAL,0.958,98.8,0.0,NONE,0.0,0.0
2023cs058,Karthik Patel,MALE,19,CS,2,2020-2021,84.43,9.67,98.42,90.43,85.7,0,9.54,O,LOW,91.52,0.0,NORMAL,0.857,94.43,0.0,NONE,0.39,0.0
2023cs058,Karthik Patel,MALE,20,CS,3,2021-2022,100.0,9.61,93.28,99.82,100.0,0,9.95,O,LOW,97.7,0.0,NORMAL,1.0,96.55,0.0,NONE,-0.06,0.21
2023cs058,Karthik Patel,MALE,20,CS,4,2021-2022,100.0,9.72,98.3,94.3,86.84,0,9.48,O,LOW,93.15,0.0,NORMAL,0.8684,96.3,0.0,NONE,0.11,0.1985
2023cs058,Karthik Patel,MALE,21,CS,5,2022-2023,90.38,9.66,100.0,92.55,95.46,0,9.74,O,LOW,96.0,0.0,NORMAL,0.9546,96.28,0.0,NONE,-0.06,0.1766
2023cs058,Karthik Patel,MALE,21,CS,6,2022-2023,93.43,9.68,100.0,89.62,95.82,0,9.47,O,LOW,95.15,0.0,NORMAL,0.9582,94.81,0.0,NONE,0.02,0.1623
2023cs058,Karthik Patel,MALE,22,CS,7,2023-2024,87.48,9.64,89.43,92.88,92.7,0,9.32,O,LOW,91.67,0.0,NORMAL,0.927,91.16,0.0,NONE,-0.04,0.1488
2023cs058,Karthik Patel,MALE,22,CS,8,2023-2024,86.63,9.6,92.36,83.83,98.65,0,9.47,O,LOW,91.61,0.0,NORMAL,0.9865,88.1,0.0,NONE,-0.04,0.1378
2023ds059,Aditya Chopra,MALE,19,DS,1,2020-2021,75.33,7.5,63.94,61.29,67.63,1,7.1,A,LOW,64.29,0.0,NORMAL,0.6763,62.61,0.2,MODERATE,0.0,0.0
2023ds059,Aditya Chopra,MALE,19,DS,2,2020-2021,73.2,7.1,66.26,64.61,69.39,0,6.98,B,MEDIUM,66.75,0.024,AT_RISK,0.6939,65.44,0.0,NONE,-0.4,0.0
2023ds059,Aditya Chopra,MALE,20,DS,3,2021-2022,77.23,7.04,63.42,60.56,71.41,0,6.86,B,MEDIUM,65.13,0.0,NORMAL,0.7141,61.99,0.0,NONE,-0.06,0.2501
2023ds059,Aditya Chopra,MALE,20,DS,4,2021-2022,87.37,6.98,64.74,60.85,58.46,0,6.27,B,MEDIUM,61.35,0.0,NORMAL,0.5846,62.8,0.0,NONE,-0.06,0.2352
2023ds059,Aditya Chopra,MALE,21,DS,5,2022-2023,72.96,6.8,66.47,67.92,58.13,2,6.3,B,MEDIUM,64.17,0.0272,AT_RISK,0.5813,67.19,0.4,MODERATE,-0.18,0.2582
2023eee060,Divya Chopra,FEMALE,18,EEE,1,2020-2021,87.87,6.93,84.1,92.89,87.74,0,7.63,A,LOW,88.24,0.0,NORMAL,0.8774,88.5,0.0,NONE,0.0,0.0
2023eee060,Divya Chopra,FEMALE,18,EEE,2,2020-2021,86.16,7.63,70.27,78.87,82.2,0,7.49,A,LOW,77.11,0.0,NORMAL,0.822,74.57,0.0,NONE,0.7,0.0
2023eee060,Divya Chopra,FEMALE,19,EEE,3,2021-2022,89.13,7.56,83.6,81.79,80.01,1,7.58,A,LOW,81.8,0.0,NORMAL,0.8001,82.7,0.2,MODERATE,-0.07,0.3855
2023eee060,Divya Chopra,FEMALE,19,EEE,4,2021-2022,91.34,7.57,76.56,91.57,82.77,0,7.89,A,LOW,83.63,0.0,NORMAL,0.8277,84.06,0.0,NONE,0.01,0.3298
2023mech061,Nikhil Iyer,MALE,18,MECH,1,2020-2021,81.18,7.0,78.63,82.95,78.42,1,7.02,A,LOW,80.0,0.0,NORMAL,0.7842,80.79,0.2,MODERATE,0.0,0.0
2023mech061,Nikhil Iyer,MALE,18,MECH,2,2020-2021,80.29,7.02,70.62,78.13,76.82,0,7.18,A,LOW,75.19,0.0,NORMAL,0.7682,74.38,0.0,NONE,0.02,0.0
2023mech061,Nikhil Iyer,MALE,19,MECH,3,2021-2022,78.82,7.1,66.44,74.43,77.45,1,6.97,B,MEDIUM,72.77,0.0,NORMAL,0.7745,70.44,0.2,MODERATE,0.08,0.0529
2023mech061,Nikhil Iyer,MALE,19,MECH,4,2021-2022,75.72,7.06,85.57,72.78,81.83,0,7.53,A,LOW,80.06,0.0,NORMAL,0.8183,79.18,0.0,NONE,-0.04,0.0443
2023mech061,Nikhil Iyer,MALE,20,MECH,5,2022-2023,77.74,7.17,88.87,71.06,81.58,1,7.48,A,LOW,80.5,0.0,NORMAL,0.8158,79.96,0.2,MODERATE,0.11,0.0678
2023mech062,Divya Patel,FEMALE,20,MECH,1,2020-2021,85.27,7.72,82.27,72.42,75.37,0,7.75,A,LOW,76.69,0.0,NORMAL,0.7537,77.34,0.0,NONE,0.0,0.0
2023mech062,Divya Patel,FEMALE,20,MECH,2,2020-2021,87.38,7.75,78.76,78.66,65.19,0,7.84,A,LOW,74.2,0.0,NORMAL,0.6519,78.71,0.0,NONE,0.03,0.0
2023mech062,Divya Patel,FEMALE,21,MECH,3,2021-2022,81.23,7.79,80.08,80.64,68.48,0,7.62,A,LOW,76.4,0.0,NORMAL,0.6848,80.36,0.0,NONE,0.04,0.0351
2023mech062,Divya Patel,FEMALE,21,MECH,4,2021-2022,83.43,7.74,72.58,72.02,77.83,0,7.89,A,LOW,74.14,0.0,NORMAL,0.7783,72.3,0.0,NONE,-0.05,0.0294
2023mech062,Divya Patel,FEMALE,22,MECH,5,2022-2023,93.41,7.78,70.48,72.6,65.51,0,7.27,A,LOW,69.53,0.0,NORMAL,0.6551,71.54,0.0,NONE,0.04,0.0288
2023mech062,Divya Patel,FEMALE,22,MECH,6,2022-2023,91.65,7.67,83.53,66.43,70.97,0,7.53,A,LOW,73.64,0.0,NORMAL,0.7097,74.98,0.0,NONE,-0.11,0.0436
2023ai063,Karthik Singireddy,MALE,20,AI,1,2020-2021,97.23,8.74,82.52,89.93,85.02,0,8.67,A+,LOW,85.82,0.0,NORMAL,0.8502,86.22,0.0,NONE,0.0,0.0
2023ai063,Karthik Singireddy,MALE,20,AI,2,2020-2021,98.27,8.67,87.41,84.75,86.85,0,8.64,A+,LOW,86.34,0.0,NORMAL,0.8685,86.08,0.0,NONE,-0.07,0.0
2023ai063,Karthik Singireddy,MALE,21,AI,3,2021-2022,94.58,8.66,85.81,96.95,90.2,0,8.77,A+,LOW,90.99,0.0,NORMAL,0.902,91.38,0.0,NONE,-0.01,0.0436
2023ai063,Karthik Singireddy,MALE,21,AI,4,2021-2022,98.83,8.69,85.35,94.39,89.24,0,8.78,A+,LOW,89.66,0.0,NORMAL,0.8924,89.87,0.0,NONE,0.03,0.0356
2023ai063,Karthik Singireddy,MALE,22,AI,5,2022-2023,97.81,8.71,77.91,80.58,81.42,0,8.46,A+,LOW,79.97,0.0,NORMAL,0.8142,79.24,0.0,NONE,0.02,0.0321
2023ai063,Karthik Singireddy,MALE,22,AI,6,2022-2023,100.0,8.66,100.0,91.15,89.9,0,8.57,A+,LOW,93.68,0.0,NORMAL,0.899,95.58,0.0,NONE,-0.05,0.0319
2023ai063,Karthik Singireddy,MALE,23,AI,7,2023-2024,93.8,8.65,82.59,83.59,86.55,0,8.47,A+,LOW,84.24,0.0,NORMAL,0.8655,83.09,0.0,NONE,-0.01,0.0325
